State,Forest Name,Area (City),Region (Zone),Fire Occurrence,Month,Day,Oxygen,Temperature,Humidity,FFMC,DMC,DC,ISI,RH,Wind
West Bengal,Kolleru Lake Wildlife Sanctuary,Bhagalpur,Western,1,6,43,94,47,45,98,443,543,193,405,6
Assam,Chandraprabha Wildlife Sanctuary,Balasore,Eastern,0,5,5,82,23,49,86,253,15,194,562,13
Manipur,Chandraprabha Wildlife Sanctuary,Srinagar,Southern,1,9,15,100,44,45,91,272,1310,48,370,10
Odisha,Sonanadi Wildlife Sanctuary,Darrang,Northern,1,2,68,81,48,70,93,171,867,131,116,17
Mizoram,Kalesar National Park,Udaipur,Central,0,4,13,52,28,38,74,101,775,39,245,14
Maharashtra,Orang National Park,Bhagalpur,Central,1,12,1,82,40,69,97,427,1836,161,86,14
Kerala,Velavadar National Park,Udaipur,Northern,1,6,4,96,49,68,67,413,272,32,115,12
Kerala,Fakim Wildlife Sanctuary,South Goa,Northern,0,7,41,74,10,16,94,472,329,46,513,12
Mizoram,Mount Harriet National Park,Panchkula,Western,1,10,14,99,47,70,99,289,945,80,443,4
Andhra Pradesh,Indravati National Park,South Goa,Southern,0,6,59,83,30,83,86,108,1165,176,106,10
Punjab,Daranghati Wildlife Sanctuary,Nainital,Northern,1,5,35,99,40,86,73,383,135,52,109,18
Tamil Nadu,Nongkhyllem Wildlife Sanctuary,Nicobar Islands,Southern,0,5,8,48,10,26,96,318,223,14,320,16
Andaman and Nicobar Islands,Mehao Wildlife Sanctuary,Junagadh,Eastern,0,1,64,35,17,35,75,198,435,206,229,18
Karnataka,Galathea National Park,Raisen,Southern,1,11,56,91,42,18,96,457,1545,150,354,19
Uttarakhand,Binsar Wildlife Sanctuary,East Sikkim,Eastern,1,4,13,97,45,28,82,140,326,109,869,11
Maharashtra,Vansda National Park,Thekkady,Central,0,3,25,49,33,74,83,365,758,1,932,20
Telangana,Nanda Devi National Park,Anantnag,Northern,0,4,48,35,38,46,86,363,1417,7,131,21
Assam,Rajaji National Park,Rajahmundry,Eastern,1,8,10,92,46,26,87,39,363,146,304,20
Karnataka,Gumti Wildlife Sanctuary,Devbhoomi Dwarka,Northern,0,5,4,98,19,93,78,365,1724,168,237,7
Manipur,Satpura National Park,Rajkot,Eastern,1,10,1,83,41,14,90,25,377,102,909,19
Bihar,Bir Moti Bagh Wildlife Sanctuary,Bhagalpur,Southern,1,11,42,86,43,28,86,56,1253,103,943,10
Uttar Pradesh,Purna Wildlife Sanctuary,Thiruvananthapuram,Central,0,5,34,65,29,76,70,109,908,66,602,23
Andhra Pradesh,Gorumara National Park,Gurugram,Eastern,1,9,49,81,43,58,82,335,1539,36,133,24
Goa,Paniya Wildlife Sanctuary,Belonia,Western,1,10,40,84,42,42,67,412,1551,86,299,7
Rajasthan,Sanjay Gandhi National Park,Thekkady,Eastern,0,10,25,25,32,73,91,397,1721,161,935,18
Jharkhand,Sita Mata Wildlife Sanctuary,Mamit,Northern,0,9,13,77,30,65,84,341,1247,106,184,4
Mizoram,Ratapani Tiger Reserve,Cachar,Eastern,0,11,58,88,10,90,69,94,1050,99,128,17
Telangana,Kanger Ghati National Park,Darrang,Southern,0,2,17,44,28,25,77,123,346,145,585,15
Andaman and Nicobar Islands,Bhagwan Mahavir Wildlife Sanctuary,Rajahmundry,Central,0,11,61,24,10,95,81,293,1355,2,668,9
Andaman and Nicobar Islands,Dudhwa National Park,Ernakulam,Western,0,2,10,51,15,78,71,243,1253,214,681,22
Manipur,Tadoba Andhari Tiger Reserve,Kapurthala,Western,1,5,34,96,46,69,92,27,1723,90,116,5
Manipur,Katarniaghat Wildlife Sanctuary,Dang,Northern,0,3,47,51,13,37,86,216,1814,57,250,9
Sikkim,Kalesar National Park,Udaipur,Southern,1,5,65,82,43,75,80,53,1160,185,792,14
Telangana,Tadoba Andhari Tiger Reserve,Balasore,Northern,1,6,30,88,47,20,65,70,1476,128,599,15
Mizoram,Rollapadu Wildlife Sanctuary,Chandauli,Northern,0,7,63,49,33,43,78,166,234,183,906,5
Gujarat,Govind Wildlife Sanctuary,Mancherial,Southern,1,2,40,93,47,78,67,456,834,146,252,15
Bihar,Anshi National Park,Bastar,Central,0,12,32,54,24,93,75,458,996,61,59,24
Karnataka,Udanti Wildlife Sanctuary,Chikkamagaluru,Southern,1,2,1,93,50,10,93,182,1888,104,853,9
Madhya Pradesh,Harike Wetland,Udhampur,Southern,0,8,25,47,14,70,69,351,1180,126,948,12
Himachal Pradesh,Jaisamand Wildlife Sanctuary,Pithoragarh,Western,0,6,2,82,30,23,70,359,763,183,352,4
Arunachal Pradesh,Keibul Lamjao National Park,Chennai,Western,0,4,18,91,36,89,88,152,1154,201,449,5
Uttarakhand,Udanti Wildlife Sanctuary,Cachar,Eastern,1,11,54,81,41,11,85,214,790,129,391,17
Odisha,Jim Corbett National Park,Mysuru,Western,0,5,24,99,25,89,80,471,966,90,93,5
Arunachal Pradesh,Nagarjunsagar-Srisailam Tiger Reserve,West Tripura,Eastern,1,2,41,81,46,71,81,465,995,151,231,7
Tripura,Rowa Wildlife Sanctuary,Baksa,Eastern,1,10,34,100,48,59,86,235,1547,108,616,24
West Bengal,Simlipal National Park,Siang,Northern,1,11,6,86,41,33,68,379,1395,12,541,14
Chhattisgarh,Phawngpui Blue Mountain National Park,Upper Siang,Western,1,4,26,85,42,68,87,62,662,33,683,13
West Bengal,Lothian Island Wildlife Sanctuary,Pratapgarh,Southern,1,10,53,87,47,75,84,42,515,213,666,13
Assam,Kinnerasani Wildlife Sanctuary,Jaisalmer,Western,0,7,61,98,28,27,85,315,434,90,161,12
Mizoram,Baghmara Pitcher Plant Sanctuary,Darrang,Western,0,7,52,22,33,81,83,348,955,62,575,5
Odisha,Nawabganj Bird Sanctuary,Palamu,Eastern,1,10,43,96,47,12,91,99,555,28,264,20
Kerala,Porbandar Bird Sanctuary,Banaskantha,Eastern,0,8,54,47,32,35,82,416,1533,100,131,6
Gujarat,Mhadei Wildlife Sanctuary,Thiruvananthapuram,Western,1,3,29,89,41,67,92,195,69,171,327,22
Odisha,Rajaji National Park,West Champaran,Central,1,10,62,94,47,67,65,207,1113,217,641,9
Odisha,Middle Button Island National Park,Sirohi,Southern,0,9,22,68,21,75,68,467,1067,113,591,19
Assam,Chandraprabha Wildlife Sanctuary,Mandla,Central,1,5,66,94,48,58,66,271,1341,216,425,12
Haryana,Sultanpur National Park,Palakkad,Southern,0,11,42,40,19,77,92,147,1661,24,651,4
West Bengal,Keibul Lamjao National Park,Alwar,Central,1,10,69,93,40,18,81,241,1001,117,216,11
Uttarakhand,Khangkhui Mangsor Wildlife Sanctuary,Bahraich,Western,1,1,16,83,47,19,67,51,1388,177,149,18
Jammu and Kashmir,Trishna Wildlife Sanctuary,Chennai,Western,0,6,46,94,27,90,81,230,1008,38,497,22
Haryana,Nanda Devi National Park,South Andaman,Western,1,11,61,98,45,10,88,330,589,177,414,12
Manipur,Samaspur Bird Sanctuary,Bijapur,Eastern,0,9,21,66,24,30,84,283,1023,73,551,6
Andhra Pradesh,Dachigam National Park,Dibang Valley,Western,1,11,71,100,47,42,94,35,1945,3,278,4
Jammu and Kashmir,Lawalong Wildlife Sanctuary,Bijapur,Southern,1,11,53,95,43,66,86,471,1594,125,435,14
Tamil Nadu,Dr. Daying Ering Memorial Wildlife Sanctuary,Udaipur,Southern,1,6,17,84,39,58,97,99,1405,46,135,22
Bihar,Udanti Wildlife Sanctuary,Srinagar,Eastern,1,8,24,90,42,67,96,342,306,151,779,13
West Bengal,Jhalana Dungari Wildlife Sanctuary,Adilabad,Central,0,5,24,59,22,18,87,430,806,213,259,18
Gujarat,Nokrek National Park,Ahmedabad,Southern,1,11,25,88,40,83,79,146,159,137,527,14
Uttarakhand,Manjira Wildlife Sanctuary,South 24 Parganas,Eastern,1,9,70,81,42,31,94,131,1177,122,127,19
Rajasthan,Yangoupokpi-Lokchao Wildlife Sanctuary,Solan,Western,0,8,71,91,20,72,84,249,1473,17,436,13
Jharkhand,Mudumalai National Park,Kaimur,Northern,1,9,41,81,43,95,81,141,334,26,368,24
Himachal Pradesh,Rangapahar Wildlife Sanctuary,Cachar,Northern,0,6,20,36,33,12,69,140,1804,144,196,6
West Bengal,Purna Wildlife Sanctuary,Chandrapur,Central,0,9,8,58,13,51,85,227,349,77,311,17
Rajasthan,Nawabganj Bird Sanctuary,Latehar,Eastern,0,10,38,83,12,51,93,467,1075,201,267,7
Maharashtra,Sita Mata Wildlife Sanctuary,Belonia,Northern,0,4,58,77,30,11,90,349,376,169,217,8
Assam,Lothian Island Wildlife Sanctuary,Nicobar Islands,Western,1,2,31,94,50,71,66,268,189,211,615,8
Telangana,Puliebadze Wildlife Sanctuary,Hoshangabad,Central,0,7,44,53,10,51,78,315,1352,12,206,8
Rajasthan,Vallanadu Blackbuck Sanctuary,Senapati,Northern,0,2,42,46,26,33,97,245,803,21,210,19
Uttar Pradesh,Harike Wetland,Belonia,Northern,0,4,33,41,28,16,80,474,461,79,721,9
Himachal Pradesh,Nagarhole National Park,Udhampur,Eastern,0,7,53,87,12,95,65,176,1669,38,253,11
Gujarat,Baghmara Pitcher Plant Wildlife Sanctuary,Kodagu,Western,0,7,38,84,12,26,74,440,620,214,324,10
Chhattisgarh,Satpura National Park,Gaya,Central,1,12,19,100,48,55,91,166,1859,22,177,10
Jammu and Kashmir,Satkosia Tiger Reserve,Canacona,Central,1,1,45,88,45,32,84,194,1874,194,100,12
Goa,Pakke Wildlife Sanctuary,Devbhoomi Dwarka,Western,0,1,67,74,14,35,65,63,1033,156,273,12
Assam,Rajgir Wildlife Sanctuary,Dibang Valley,Central,0,11,35,87,18,33,70,59,1173,190,66,11
Mizoram,Neyyar Wildlife Sanctuary,Thekkady,Northern,1,10,38,92,45,21,80,344,823,19,215,21
Rajasthan,Borail Wildlife Sanctuary,Saiha,Western,0,12,50,52,30,20,92,342,1420,55,396,23
Nagaland,Great Himalayan National Park,West Godavari,Central,1,3,5,97,39,67,70,86,628,215,658,14
Telangana,Baghmara Pitcher Plant Sanctuary,Saiha,Western,1,7,19,88,44,12,94,37,232,2,893,21
Assam,Phawngpui Blue Mountain National Park,Srinagar,Western,1,2,7,88,41,35,95,387,783,38,329,15
Sikkim,Tadoba Andhari Tiger Reserve,Tuticorin,Central,0,3,71,91,34,62,74,406,908,128,462,24
Odisha,Gumti Wildlife Sanctuary,Chamarajanagar,Southern,0,8,48,22,22,62,85,348,735,70,888,11
Gujarat,Sita Mata Wildlife Sanctuary,Uttarkashi,Southern,0,3,40,72,10,58,65,374,1274,184,719,4
Tripura,Ghatigaon Wildlife Sanctuary,Solan,Eastern,0,6,2,57,13,17,88,175,628,59,689,11
Uttar Pradesh,Singalila National Park,Nalgonda,Central,0,11,70,79,24,76,67,236,1794,98,180,9
West Bengal,Rajgir Wildlife Sanctuary,South 24 Parganas,Central,0,9,16,100,16,62,66,462,909,71,730,20
Karnataka,Phawngpui Blue Mountain National Park,Bathinda,Central,1,8,5,97,45,21,98,468,1032,151,733,24
Sikkim,Khangchendzonga National Park,Kohima,Western,0,3,38,62,33,37,81,161,435,3,225,22
Andaman and Nicobar Islands,Galathea National Park,Belonia,Western,0,3,57,39,23,67,90,293,1798,6,83,10
Telangana,Lothian Island Wildlife Sanctuary,Sanguem,Northern,0,2,21,51,15,20,92,356,1990,57,45,19
Mizoram,Great Himalayan National Park,Gwalior,Northern,1,8,68,95,43,74,89,57,1970,107,635,17
Kerala,Lengteng Wildlife Sanctuary,South Tripura,Central,0,2,54,73,14,88,66,309,577,175,82,21
West Bengal,Manas National Park,South Sikkim,Eastern,1,4,16,87,40,59,72,100,1702,101,572,20
Madhya Pradesh,Mount Abu Wildlife Sanctuary,Uttara Kannada,Northern,1,12,32,98,47,70,72,69,1709,112,382,20
Andhra Pradesh,Pulie Badze Wildlife Sanctuary,Raipur,Eastern,0,6,47,65,34,51,83,343,252,117,386,13
Rajasthan,Ratapani Tiger Reserve,Tuticorin,Western,1,7,40,95,44,63,66,71,692,152,572,19
Himachal Pradesh,Saman Sanctuary,Dehradun,Southern,0,7,57,31,29,74,68,321,776,175,604,12
Andaman and Nicobar Islands,Bandhavgarh National Park,Thrissur,Northern,1,5,54,99,46,15,88,63,1145,55,382,6
Maharashtra,Sultanpur National Park,Sonitpur,Northern,1,1,8,86,43,91,90,221,151,178,791,6
Sikkim,Barda Wildlife Sanctuary,Dimapur,Northern,1,4,30,86,45,67,98,143,1741,96,110,22
Kerala,Yangoupokpi-Lokchao Wildlife Sanctuary,Dibang Valley,Central,0,4,56,51,15,69,82,48,933,151,672,4
Haryana,Mehao Wildlife Sanctuary,Sawai Madhopur,Northern,1,3,1,97,48,19,82,406,1915,98,599,6
Andaman and Nicobar Islands,Periyar National Park,Darjeeling,Western,0,7,59,60,21,68,98,380,1567,188,780,6
Himachal Pradesh,Tansa Wildlife Sanctuary,Nicobar Islands,Southern,1,2,35,89,45,75,76,98,168,117,647,23
Tripura,Kaziranga National Park,Thrissur,Central,0,5,20,72,13,83,69,30,832,49,895,19
Punjab,Dibru-Saikhowa National Park,East Siang,Southern,0,11,6,94,31,29,77,283,1346,110,343,12
Gujarat,Eravikulam National Park,South Andaman,Central,1,8,48,94,43,81,79,285,672,88,20,7
Arunachal Pradesh,Murlen National Park,Wardha,Central,0,9,21,43,20,44,93,418,1502,63,362,24
Karnataka,Papikonda National Park,Palakkad,Eastern,0,2,19,78,16,44,70,58,993,93,559,12
Punjab,Mrugavani National Park,North Goa and South Goa,Northern,0,6,13,86,16,13,79,460,730,156,532,11
Andhra Pradesh,Palamau Tiger Reserve,West Tripura,Eastern,1,1,12,89,44,66,99,436,1145,182,940,18
Uttarakhand,Ramnagar Wildlife Sanctuary,Almora,Eastern,1,3,3,99,47,16,80,331,1318,157,737,18
Tamil Nadu,Vansda National Park,Lohit,Eastern,0,12,25,69,23,79,79,165,22,8,583,24
Andaman and Nicobar Islands,Coringa Wildlife Sanctuary,"Idukki, Pathanamthitta, and Thekkady",Western,1,8,56,99,45,27,83,186,1866,100,765,11
Telangana,Periyar National Park,Bhavnagar,Western,1,12,63,98,46,52,94,190,359,23,314,22
Telangana,Neora Valley National Park,Hazaribagh,Southern,1,11,45,96,50,13,86,191,1130,164,417,13
Uttar Pradesh,Tadoba Andhari Tiger Reserve,Nilgiris,Western,1,2,46,82,48,87,74,269,1633,122,415,5
Nagaland,Guindy Snake Park,Thekkady,Northern,1,8,16,84,40,54,79,40,1101,2,352,20
Jharkhand,Vikramshila Gangetic Dolphin Sanctuary,Sonitpur,Central,0,2,36,52,30,27,69,377,168,111,661,6
Madhya Pradesh,Kumbhalgarh Wildlife Sanctuary,South Garo Hills,Southern,0,2,28,76,37,49,92,452,804,33,711,20
Tripura,Jhalana Dungari Wildlife Sanctuary,Canacona,Central,1,5,27,95,42,78,95,411,1602,110,136,18
Madhya Pradesh,Kaimur Wildlife Sanctuary,Kohima,Northern,1,6,1,92,48,78,80,262,1666,84,724,17
Rajasthan,Maenam Wildlife Sanctuary,Dang,Eastern,0,5,40,22,29,41,71,186,1909,52,339,6
Uttar Pradesh,Puliebadze Wildlife Sanctuary,Anantnag,Central,1,4,48,93,39,77,73,102,405,77,45,11
Meghalaya,Hadagarh Wildlife Sanctuary,Panna,Northern,0,11,27,70,27,28,67,257,393,144,508,17
Punjab,Murlen National Park,Chandrapur,Eastern,1,4,41,93,43,84,73,274,1052,40,533,4
Gujarat,Lawalong Wildlife Sanctuary,West Garo Hills,Western,0,4,14,87,31,12,75,364,198,51,640,22
Kerala,Sepahijala Wildlife Sanctuary,Nagpur,Northern,0,12,39,83,21,33,69,275,597,89,944,5
Jammu and Kashmir,Sultanpur National Park,Gwalior,Eastern,0,12,47,68,16,85,96,364,1149,138,302,5
Manipur,Blue Mountain National Park,Kalimpong,Northern,0,1,66,77,13,19,86,318,1426,4,424,8
Telangana,Nagarhole National Park,Mannargudi,Western,0,10,46,58,19,78,91,118,1376,36,542,9
Manipur,Samaspur Bird Sanctuary,Dang,Central,1,8,3,98,46,71,76,402,1214,100,112,22
Andhra Pradesh,Kalesar National Park,Chandrapur,Western,0,10,36,52,16,13,93,121,1425,21,260,14
Himachal Pradesh,Indira Gandhi Wildlife Sanctuary,Chikkamagaluru,Western,1,4,21,98,48,83,83,428,214,207,20,8
Uttarakhand,Satkosia Tiger Reserve,Bijapur,Northern,0,10,16,81,11,18,89,369,519,205,187,13
Meghalaya,Gir Forest National Park,Chennai,Central,0,6,48,58,31,73,74,288,1375,76,535,12
Chhattisgarh,Silent Valley National Park,Saiha,Northern,1,2,55,98,45,88,69,96,412,185,628,16
Jammu and Kashmir,Harike Wetland,Dehradun,Eastern,1,9,5,83,49,74,87,252,1923,203,295,24
Goa,Unknown Sanctuary (Andaman and Nicobar Islands),Jaisalmer,Northern,0,9,59,60,28,57,97,396,1244,9,732,15
Jharkhand,Ramnagar Wildlife Sanctuary,Gurugram,Eastern,1,1,70,87,44,74,72,28,1067,41,842,21
Uttar Pradesh,Barda Wildlife Sanctuary,Angul,Northern,1,10,15,88,50,68,73,76,869,143,238,15
Telangana,Nagarhole National Park,Little Andaman,Southern,0,10,29,39,28,11,93,239,1528,67,297,17
Jammu and Kashmir,Saman Sanctuary,East Godavari,Southern,0,9,57,22,28,87,78,242,1495,164,681,23
Meghalaya,Purna Wildlife Sanctuary,Panna,Southern,0,4,35,57,23,13,87,212,1890,178,213,21
Chhattisgarh,Manjira Wildlife Sanctuary,Sepahijala,Northern,0,4,43,53,31,46,68,202,1413,172,206,17
Karnataka,Dr. Daying Ering Memorial Wildlife Sanctuary,Thrissur,Eastern,1,12,7,87,49,52,78,225,852,100,632,14
Mizoram,Bhimashankar Wildlife Sanctuary,South Sikkim,Southern,1,3,27,83,39,58,67,148,1421,157,129,13
Telangana,Yangoupokpi-Lokchao Wildlife Sanctuary,Kurnool,Northern,0,5,28,84,31,16,91,171,1333,121,832,5
Kerala,Sariska Tiger Reserve,Baksa,Eastern,0,10,28,38,19,78,81,327,1905,145,45,16
Uttar Pradesh,Kanha National Park,Ukhrul,Southern,1,1,65,88,47,36,92,322,921,97,574,12
Tamil Nadu,Barda Wildlife Sanctuary,Raipur,Northern,1,1,36,98,45,87,75,339,1096,105,448,17
Kerala,Kurinjimala Sanctuary,Khammam,Southern,0,7,31,85,28,79,97,430,1323,172,878,15
Chhattisgarh,Trishna Wildlife Sanctuary,Palakkad,Northern,0,10,9,38,27,45,76,267,557,151,408,23
Madhya Pradesh,Lothian Island Wildlife Sanctuary,South 24 Parganas,Eastern,1,4,33,82,45,87,72,151,1268,106,598,8
Karnataka,Great Himalayan National Park,North Tripura,Northern,1,3,27,94,48,87,77,361,164,149,934,9
Goa,Sita Mata Wildlife Sanctuary,Idukki,Eastern,0,6,58,48,34,93,95,184,236,205,619,4
Mizoram,Sharavathi Valley Wildlife Sanctuary,Mandla,Southern,0,4,17,99,19,48,95,426,1526,6,269,16
Andhra Pradesh,Mount Abu Wildlife Sanctuary,Kaimur,Western,1,10,57,88,48,79,87,281,350,59,260,6
Jammu and Kashmir,Indravati National Park,Changlang,Central,0,5,11,90,26,18,69,277,1441,13,301,5
Punjab,Ntangki National Park,Jaisalmer,Eastern,1,8,37,97,43,17,78,360,1405,66,213,22
Karnataka,Coringa Wildlife Sanctuary,Devbhoomi Dwarka,Northern,0,4,46,60,11,55,91,368,527,181,526,13
Haryana,Khijadia Bird Sanctuary,Unnao,Northern,0,7,29,80,31,42,94,222,185,16,278,21
Tamil Nadu,Kurinjimala Sanctuary,Lawngtlai,Northern,1,2,61,89,42,29,85,194,94,27,457,6
Madhya Pradesh,Blue Mountain National Park,Mamit,Central,0,8,3,20,26,32,67,86,445,28,28,18
Haryana,Daranghati Wildlife Sanctuary,Bahraich,Eastern,1,12,47,89,40,38,90,75,944,46,43,19
Karnataka,Nameri National Park,Gurugram,Central,1,6,67,100,41,23,81,189,1608,40,280,12
Chhattisgarh,Kamlang Wildlife Sanctuary,Jalpaiguri,Southern,0,12,38,68,30,93,90,408,784,124,126,10
Haryana,South Button Island National Park,Cachar,Southern,0,2,8,99,10,51,91,173,1811,19,907,21
Assam,Chail Wildlife Sanctuary,Meerut,Western,1,7,47,94,50,57,90,359,933,181,863,9
Haryana,Bondla Wildlife Sanctuary,Rajsamand,Northern,0,5,2,62,33,31,84,332,186,136,133,18
Arunachal Pradesh,Bhadra Wildlife Sanctuary,Tarn Taran,Southern,1,9,53,88,47,48,88,128,754,188,330,14
Chhattisgarh,Nagarhole National Park,Almora,Northern,1,11,5,99,46,28,65,121,1802,145,197,17
Assam,Rowa Wildlife Sanctuary,Sawai Madhopur,Eastern,1,10,14,99,39,15,93,200,1449,48,796,23
Tripura,Blue Mountain National Park,Mysuru,Eastern,0,6,51,83,13,18,95,432,1920,6,443,24
Karnataka,Paniya Wildlife Sanctuary,South Andaman,Central,0,6,48,89,27,85,89,215,1585,144,923,13
Uttar Pradesh,Satkosia Tiger Reserve,Mannargudi,Northern,1,1,48,99,46,23,66,327,800,122,198,20
Jammu and Kashmir,Satkosia Tiger Reserve,Leh,Central,1,6,55,88,40,73,97,34,129,93,38,20
Punjab,Mrugavani National Park,Bishnupur,Western,1,1,47,100,50,41,66,413,446,46,35,17
Sikkim,Hadagarh Wildlife Sanctuary,Gondia,Southern,0,12,57,59,11,95,83,386,1456,141,716,9
Odisha,Orang National Park,Sanguem,Northern,0,5,1,23,17,44,79,78,1431,174,620,7
Andhra Pradesh,Paniya Wildlife Sanctuary,Anantnag,Southern,1,1,61,93,45,66,78,169,1959,202,357,20
Kerala,Chail Wildlife Sanctuary,Mannargudi,Central,0,2,30,39,36,24,68,464,1336,2,64,11
Jammu and Kashmir,Kanger Ghati National Park,Gurgaon,Northern,0,7,30,85,21,70,73,216,778,82,483,11
Telangana,Harike Wildlife Sanctuary,Gwalior,Eastern,0,11,26,60,38,69,78,316,1414,162,100,11
Odisha,Rowa Wildlife Sanctuary,Devbhoomi Dwarka,Western,1,3,55,91,41,19,81,477,1308,99,119,24
Goa,Baghmara Pitcher Plant Wildlife Sanctuary,Chandauli,Southern,1,1,69,83,50,15,90,42,1092,69,389,16
Tamil Nadu,Dibru-Saikhowa National Park,Lawngtlai,Eastern,1,7,61,96,49,70,87,192,1807,35,90,16
Rajasthan,Bir Moti Bagh Wildlife Sanctuary,Sonitpur,Western,0,5,63,29,16,76,94,469,1574,122,349,4
Andhra Pradesh,Daranghati Wildlife Sanctuary,Jamnagar,Western,1,8,65,81,42,35,91,195,1811,179,490,15
Tamil Nadu,Jaisamand Wildlife Sanctuary,Jaipur,Central,0,2,10,66,15,88,99,386,867,208,30,12
Tripura,Navegaon National Park,Mainpuri,Eastern,1,10,52,93,50,11,95,307,1234,18,686,13
Andhra Pradesh,Pakke Wildlife Sanctuary,Nilgiris,Western,1,2,69,89,42,82,82,404,1555,57,393,22
Madhya Pradesh,Kanjli Wetland,Gwalior,Southern,1,2,60,96,45,62,99,223,515,54,308,10
Odisha,Kamlang Wildlife Sanctuary,Changlang,Western,1,6,23,85,47,48,74,445,1543,139,49,11
Bihar,Nagarjunsagar-Srisailam Tiger Reserve,Nainital,Central,1,12,65,98,40,55,72,420,1802,200,28,5
Bihar,Mrugavani National Park,Dehradun,Southern,0,1,17,44,24,95,90,50,772,1,558,8
Maharashtra,Bor Wildlife Sanctuary,Mainpuri,Southern,1,10,51,85,48,43,94,31,1347,209,761,11
Uttar Pradesh,Silent Valley National Park,Thekkady,Central,0,8,5,95,21,69,80,315,907,7,923,8
Meghalaya,Gir Forest National Park,Junagadh,Western,1,2,59,87,43,12,75,476,1284,56,401,4
Sikkim,Overa-Aru Wildlife Sanctuary,Mysuru,Southern,0,11,64,46,20,11,91,408,56,94,84,17
Haryana,Sariska Tiger Reserve,Little Andaman,Central,1,11,53,83,41,11,89,369,895,27,74,8
Meghalaya,Anshi National Park,Mayurbhanj,Central,1,11,67,96,48,58,76,51,558,146,800,19
Karnataka,Silent Valley National Park,"Idukki, Pathanamthitta, and Thekkady",Central,0,6,31,41,20,39,96,444,1453,40,814,23
Kerala,Porbandar Bird Sanctuary,Bahraich,Western,0,10,39,63,14,82,80,315,544,14,825,16
Mizoram,Eaglenest Wildlife Sanctuary,Udhagamandalam (Ooty),Central,1,10,9,94,40,23,95,36,796,99,582,24
Madhya Pradesh,Bir Shikargah Wildlife Sanctuary,Palakkad,Western,1,10,7,91,43,91,80,86,718,125,630,14
Jammu and Kashmir,Vettangudi Bird Sanctuary,Navsari,Southern,0,2,52,22,24,92,74,69,631,89,92,10
Jharkhand,Jim Corbett National Park,East Sikkim,Southern,0,7,48,51,18,22,95,192,1495,1,740,22
Jharkhand,Nagarjunsagar-Srisailam Tiger Reserve,Kullu,Eastern,1,3,26,89,45,16,79,376,943,43,946,14
Odisha,Satpura National Park,Dimapur,Eastern,0,9,36,88,37,81,74,287,1692,185,307,20
Arunachal Pradesh,Intanki National Park,Pune,Western,0,9,23,63,11,62,72,176,1302,95,597,14
Madhya Pradesh,Mount Abu Wildlife Sanctuary,Kaimur,Northern,0,12,59,28,20,21,82,348,318,137,27,14
Mizoram,Pench National Park,Meerut,Central,1,8,40,89,46,26,89,317,886,72,477,16
Sikkim,Neora Valley National Park,Tinsukia,Central,0,5,19,89,36,34,83,55,240,90,512,14
Karnataka,Kane Wildlife Sanctuary,Pithoragarh,Central,1,5,44,90,42,25,81,428,1469,86,744,21
Goa,Murlen National Park,Bahraich,Central,1,2,36,98,48,19,89,226,342,40,939,4
Madhya Pradesh,Harike Wetland Wildlife Sanctuary,Coimbatore,Central,1,9,40,87,40,69,71,142,171,173,198,22
West Bengal,Nokrek National Park,Kaimur,Eastern,1,10,10,98,40,44,80,118,275,138,47,5
